,thread_id,created_at,created_by,message
1168,40f6507de8e04b718ed776e7732f51e9,2021-08-04T11:24:15.216000+00:00,Customer,3 BHK
1169,40f6507de8e04b718ed776e7732f51e9,2021-08-04T11:24:50.044000+00:00,Bot,Here are the properties located within Central Kolkata
1170,40f6507de8e04b718ed776e7732f51e9,2021-08-04T11:24:57.514000+00:00,Customer,Eternis on Jessore Road
1171,40f6507de8e04b718ed776e7732f51e9,2021-08-04T11:25:04.843000+00:00,Bot,Take a look at
1173,411d122d52aa45f2976b83b8e5ba960f,2021-11-10T11:48:50.329000+00:00,Customer,Property Requirement
1174,411d122d52aa45f2976b83b8e5ba960f,2021-11-10T11:48:50.638000+00:00,Bot,Let's start with your name.
1175,411d122d52aa45f2976b83b8e5ba960f,2021-11-10T11:49:05.875000+00:00,Bot,A phone number we can contact you on?.
1176,411d122d52aa45f2976b83b8e5ba960f,2021-11-10T11:49:13.931000+00:00,Bot,What kind of property are you looking for?
1177,411d122d52aa45f2976b83b8e5ba960f,2021-11-10T11:50:40.452000+00:00,Customer,Location
1178,411d122d52aa45f2976b83b8e5ba960f,2021-11-10T11:50:41.077000+00:00,Bot,Take a look at
1180,414a0a070a384e6b9ded1bd134b0817a,2021-11-10T19:54:47.434000+00:00,Bot,What can I help you with today?
1181,414a0a070a384e6b9ded1bd134b0817a,2021-11-10T19:55:01.181000+00:00,Customer,Broker
1188,422e84929fc546c4afb1570b2069be98,2021-07-26T06:48:38.944000+00:00,Bot,Let's start with your name.
1189,422e84929fc546c4afb1570b2069be98,2021-07-26T06:50:27.193000+00:00,Customer,Image Gallery
1190,422e84929fc546c4afb1570b2069be98,2021-07-26T06:50:44.077000+00:00,Bot,"Great!

Our property advisor will be happy to help you."
1226,457ecb76a01d4eed9954cf9bc468d483,2021-08-01T17:37:19.646000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1227,457ecb76a01d4eed9954cf9bc468d483,2021-08-01T17:37:43.318000+00:00,Customer,+919432816637
1228,457ecb76a01d4eed9954cf9bc468d483,2021-08-01T17:37:45.038000+00:00,Bot,What kind of property are you looking for?
1229,457ecb76a01d4eed9954cf9bc468d483,2021-08-01T17:37:51.943000+00:00,Bot,How many bedrooms are you looking for?
1230,457ecb76a01d4eed9954cf9bc468d483,2021-08-01T17:38:07.836000+00:00,Bot,"Panache is one of our most prestigious residential condo projects till date, a resplendent rendezvous on the water’s edge in ‘happening’ Sector V, Salt Lake.

All apartments are Vaastu-compliant, with at least three sides open. Project elevation designed to exude positive and uplifting feel.

It rises head and shoulders above the ambient skyline of Kolkata’s IT district, bringing together some of the finest consultants in the business."
1231,457ecb76a01d4eed9954cf9bc468d483,2021-08-01T17:38:13.736000+00:00,Bot,"We have the following sizes available in 3 BHK.

Click on one to check the unit plan."
1237,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:11:17.673000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1238,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:12:27.973000+00:00,Bot,What kind of property are you looking for?
1239,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:13:22.034000+00:00,Customer,North Kolkata
1240,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:13:34.737000+00:00,Bot,"""Imagine a vibrant city life surrounded by the quiet foot-prints of nature. Opposite to NSG hub on Badu road and 2.2 km from Madhyamgram Chowmatha – Eternia will be an urban living habitat engulfed byacres of green paradise.

Native birds, regional trees and a large natural water body surround the locality. A simple walk round this place would take you to a quaint fiction.

Eternia will be the new Madhyamgram."""
1241,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:13:34.738000+00:00,Bot,Take a look at
1242,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:14:00.737000+00:00,Customer,862 sqft
1243,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:14:38.469000+00:00,Bot,"We already have your name and contact number.

Could you also please share an email id of yours to send our project details?"
1244,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:15:19.975000+00:00,Bot,"Lastly, your preferred budget?"
1245,45ff894eb86444289101e15a18ffdebd,2021-07-26T11:15:43.240000+00:00,Bot,"Great! We will contact you at the earliest.

In the meanwhile if you would like to reach out to us you can call us at 033 4040 2020 (10.30 am to 6.30 pm)"
1259,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:35:48.335000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1260,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:35:48.336000+00:00,Bot,What can I help you with today?
1261,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:35:58.283000+00:00,Bot,Let's start with your name.
1262,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:06.245000+00:00,Bot,"That's a lovely name, Biswadip!"
1263,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:27.077000+00:00,Customer,Residential
1264,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:27.476000+00:00,Bot,How many bedrooms are you looking for?
1265,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:30.957000+00:00,Customer,3 BHK
1266,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:31.332000+00:00,Bot,Which location within Kolkata are you looking for?
1267,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:37.255000+00:00,Customer,East Kolkata
1268,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:37.879000+00:00,Bot,Here are the properties located within East Kolkata
1269,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:45.552000+00:00,Customer,North Kolkata
1270,46fb0b3d67994ecd84fb7bef70c81297,2021-11-10T20:36:54.984000+00:00,Bot,Take a look at
1271,46fdc10153af4bc2978f148d1dcd014f,2021-11-10T06:14:37.334000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1272,46fdc10153af4bc2978f148d1dcd014f,2021-11-10T06:14:52.764000+00:00,Customer,Property Requirement
1278,478f52b341414a8aa416d7f889f4edd2,2021-07-28T14:54:55.581000+00:00,Bot,What can I help you with today?
1279,478f52b341414a8aa416d7f889f4edd2,2021-07-28T14:55:06.011000+00:00,Customer,Job Related Inquiry
1280,478f52b341414a8aa416d7f889f4edd2,2021-07-28T14:55:06.338000+00:00,Bot,"I am happy to know that you are interested to join Srijan Realty. Please drop your CV at hr@srijanrealty.com.

Someone from our HR department will get back to you incase your CV matched with any of our requirements."
1299,48c7329e62ab46568597676da472d39f,2021-07-28T10:45:22.100000+00:00,Bot,What kind of property are you looking for?
1300,48c7329e62ab46568597676da472d39f,2021-07-28T10:45:46.554000+00:00,Customer,3 BHK
1301,48c7329e62ab46568597676da472d39f,2021-07-28T10:46:53.561000+00:00,Customer,North Kolkata
1302,48c7329e62ab46568597676da472d39f,2021-07-28T10:49:07.955000+00:00,Customer,3 BHK
1304,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:20:10.382000+00:00,Customer,North Kolkata
1305,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:20:10.669000+00:00,Bot,We have the following properties within North Kolkata
1306,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:22:28.602000+00:00,Customer,872 sqft
1307,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:22:28.942000+00:00,Bot,Take a look at
1308,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:27:57.508000+00:00,Bot,What kind of property are you looking for?
1309,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:28:04.280000+00:00,Bot,How many bedrooms are you looking for?
1310,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:28:09.411000+00:00,Customer,3 BHK
1311,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:28:18.442000+00:00,Bot,We have the following properties within North Kolkata
1312,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:28:29.066000+00:00,Customer,Eternis on Jessore Road
1313,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:29:04.395000+00:00,Customer,1105 sqft
1314,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:30:40.849000+00:00,Bot,We have the following sizes available in 3 BHK. Click on one to check the unit plan.
1315,490530e0a43948e293a61b3b2f365d13,2021-07-25T14:30:45.552000+00:00,Customer,1049sqft
1320,493TQ5bi6yym010058564491onaK5kfV,2020-02-04T01:01:01.712092+00:00,Customer,"No, not at this time"
1321,49587cf98a5a40e187c464612084e012,2021-07-31T10:55:33.473000+00:00,Bot,"Sure. I will assist you in shortlisting the properties of your choice based on a few questions.

I'd like to get to know you first."
1322,49587cf98a5a40e187c464612084e012,2021-07-31T10:56:44.447000+00:00,Customer,Available Sizes & Floor Plans
1323,49587cf98a5a40e187c464612084e012,2021-07-31T10:56:53.738000+00:00,Customer,1070 sqft
1324,49587cf98a5a40e187c464612084e012,2021-07-31T10:57:32.658000+00:00,Customer,Available Sizes & Floor Plans
1325,49587cf98a5a40e187c464612084e012,2021-07-31T10:57:36.381000+00:00,Bot,Take a look at
1329,49c611f8a9b147e2a076618dd2c9d469,2021-08-03T00:54:18.284000+00:00,Customer,Property Requirement
1333,4CNKv6Fi9PRp010627868472rQCziJzX,2020-02-04T01:06:31.460905+00:00,Customer,"No, not at this time"
1334,4CNKv6Fi9PRp010627868472rQCziJzX,2020-02-04T01:06:41.301214+00:00,Customer,"No, not at this time"
1335,4CNKv6Fi9PRp010627868472rQCziJzX,2020-02-04T01:06:41.436870+00:00,Bot,"Please make sure to pay your dues to avoid inactivation.

You can reach out to our customer support during the following hours:

Monday to Thursday 8 am - 7 pm

Friday 9 am - 7 pm

Saturday 9 am - 2 pm

Sunday 9 am - 1 pm

Call us at (310) 358-1833

Email us at helpdesk@themls.com"
1350,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:52:53.660000+00:00,Customer,Property Requirement
1351,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:52:53.812000+00:00,Bot,Let's start with your name.
1352,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:53:27.512000+00:00,Bot,How many bedrooms are you looking for?
1353,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:53:32.566000+00:00,Customer,3 BHK
1354,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:53:43.136000+00:00,Customer,North Kolkata
1355,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:53:55.433000+00:00,Customer,Eternia
1356,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:53:55.772000+00:00,Bot,Take a look at
1357,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:54:11.576000+00:00,Bot,What kind of property are you looking for?
1358,4a2ebb9fbb3b4ac8b6c44ceaca818f57,2021-07-11T11:54:15.427000+00:00,Customer,Residential
1360,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:11:17.713000+00:00,Bot,Let's start with your name.
1361,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:12:08.828000+00:00,Bot,"We have Panache on Mahisbathan, Behind Sector 5 in East Kolkata."
1362,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:12:08.829000+00:00,Bot,"Panache is one of our most prestigious residential condo projects till date, a resplendent rendezvous on the water’s edge in ‘happening’ Sector V, Salt Lake.
All apartments are Vaastu-compliant, with at least three sides open. Project elevation designed to exude positive and uplifting feel.
It rises head and shoulders above the ambient skyline of Kolkata’s IT district, bringing together some of the finest consultants in the business."
1363,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:12:08.830000+00:00,Bot,Take a look at
1364,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:12:35.715000+00:00,Bot,We have the following sizes available in 2 BHK. Click on one to check the unit plan.
1365,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:13:44.320000+00:00,Bot,Take a look at
1366,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:14:23.015000+00:00,Bot,Let's start with your name.
1367,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:14:31.229000+00:00,Bot,"That's a lovely name, Nirmallya Sanyal!"
1368,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:16:52.328000+00:00,Customer,Residential
1369,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:16:55.533000+00:00,Bot,Which location within Kolkata are you looking for?
1370,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:17:00.112000+00:00,Customer,East Kolkata
1371,4a321c8a392849cda3af0cd5a7564331,2021-11-09T08:17:43.492000+00:00,Customer,921 sqft
1372,4a367d1723e743b3b710ba3df735d713,2021-11-10T13:54:37.481000+00:00,Customer,Vendor
1393,4cacf7cb0b40475fa6ef7ddc376a6262,2021-07-31T16:12:38.177000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1394,4cacf7cb0b40475fa6ef7ddc376a6262,2021-07-31T16:12:48.413000+00:00,Customer,Property Requirement
1395,4cacf7cb0b40475fa6ef7ddc376a6262,2021-07-31T16:16:23.562000+00:00,Customer,Why Eternis?
1396,4cacf7cb0b40475fa6ef7ddc376a6262,2021-07-31T16:16:23.773000+00:00,Bot,"▪ Situated on the best Location of Jessore Road (NH34) beside Kolkata airport.
▪ Railway station within 2.5 k.m and upcoming metro within 1 k.m.
▪ Gold Rated Green Certification with Internationally designed landscape zone of 55,000 sq.ft.
▪ 61% open space with mango orchards.
▪ 19.34% SBP that imparts more space to your flats.
▪ Great credentials of Srijan Realty Pvt. Ltd. & PS Group."
1397,4cacf7cb0b40475fa6ef7ddc376a6262,2021-07-31T16:18:04.268000+00:00,Bot,"Lastly, your preferred budget?"
1398,4cd8b47531744fce9be08430bb9e7725,2021-07-24T04:48:30.230000+00:00,Customer,Property Requirement
1400,4d026c78d1f74305a640570f74bc4d5b,2021-07-31T17:14:30.791000+00:00,Customer,Property Requirement
1401,4d026c78d1f74305a640570f74bc4d5b,2021-07-31T17:15:32.746000+00:00,Bot,Which location are you looking for?
1402,4d026c78d1f74305a640570f74bc4d5b,2021-07-31T17:16:26.377000+00:00,Customer,Location
1403,4d026c78d1f74305a640570f74bc4d5b,2021-07-31T17:16:58.178000+00:00,Bot,Take a look at the carousel of images below -
1407,4d932494b17d41e1afd867341cb29c8c,2021-07-11T11:25:11.570000+00:00,Bot,"Sure. I will assist you in shortlisting the properties of your choice based on a few questions.

I'd like to get to know you first."
1408,4d932494b17d41e1afd867341cb29c8c,2021-07-11T11:25:32.270000+00:00,Bot,"That's a lovely name, Mahuya Sen!"
1409,4d932494b17d41e1afd867341cb29c8c,2021-07-11T11:28:26.277000+00:00,Bot,What kind of property are you looking for?
1410,4d932494b17d41e1afd867341cb29c8c,2021-07-11T11:28:34.871000+00:00,Bot,How many bedrooms are you looking for?
1411,4d932494b17d41e1afd867341cb29c8c,2021-07-11T11:28:44.464000+00:00,Customer,Central Kolkata
1445,4zsFuBdN73DK030335930725LoYPoNS4,2020-02-04T03:14:08.929949+00:00,Customer,"No, not at this time"
1447,505154f5f65e43f7a4e3ad273ec31ad7,2021-07-26T15:22:43.768000+00:00,Customer,Property Requirement
1448,505154f5f65e43f7a4e3ad273ec31ad7,2021-07-26T15:22:43.937000+00:00,Bot,Let's start with your name.
1449,505154f5f65e43f7a4e3ad273ec31ad7,2021-07-26T15:22:55.761000+00:00,Customer,sanchayan
1450,505154f5f65e43f7a4e3ad273ec31ad7,2021-07-26T15:22:56.157000+00:00,Bot,A phone number we can contact you on?.
1451,505154f5f65e43f7a4e3ad273ec31ad7,2021-07-26T15:23:18.289000+00:00,Bot,What kind of property are you looking for?
1459,514319e9ee444c0eb32cbe7b6b034cc4,2021-07-28T07:31:44.494000+00:00,Customer,Job Related Inquiry
1460,5148366d42aa49e5bac28cec2b625186,2021-08-04T08:00:00.233000+00:00,Customer,Job Related Inquiry
1468,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:17:06.622000+00:00,Customer,Property Requirement
1469,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:18:30.732000+00:00,Customer,+46725609940
1470,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:18:39.417000+00:00,Bot,Which location within Kolkata are you looking for?
1471,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:19:01.850000+00:00,Customer,Nirvana
1472,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:19:02.229000+00:00,Bot,"Nirvana, near Southern Bypass offers around 300 houses, G+1 / G+2 in approximately 12.32 acres with all the facilities of living in a gated complex with complete security, a club, swimming pool and many other facilities. Away from the pollution and the madness of the city, yet close to it, here is your chance to own your own house, not shared living in apartments."
1473,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:19:18.415000+00:00,Bot,"We have the following sizes available in 3 BHK. 

Click on one to check the unit plan."
1474,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:20:17.840000+00:00,Bot,Take a look at
1475,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:20:26.738000+00:00,Customer,Location
1476,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:21:14.660000+00:00,Customer,Go back to Main Menu
1477,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:21:22.134000+00:00,Customer,3 BHK
1478,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:21:35.410000+00:00,Bot,"Spread over 630 cottahs of land, Southwinds is a home that is not just a manifestation of your dreams, but beyond that. Here every space embodies joy and comfort and every facility infuses a spirit of celebration.

First high rise residential project in the southern bypass, Southwinds brings to life world class luxury and comfort. 1323 apartments in 10 blocks and G +11 floors, Southwinds has enough greenery and open spaces to submerge you in peace and harmony.

Feel the unrestricted tranquility with a vast frontage. Let the world class lifestyle features pamper you. Be all set for the perfect living."
1479,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:21:56.634000+00:00,Bot,In 3 BHK we have different sizes available from 1071 sqft to 1645 sqft
1480,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:21:56.635000+00:00,Bot,Take a look at
1481,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:22:22.247000+00:00,Customer,Image Gallery
1482,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:22:22.511000+00:00,Bot,Take a look at the image gallery below
1483,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:22:22.517000+00:00,Bot,How else can we help you?
1484,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:22:45.415000+00:00,Bot,Take a look at
1485,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:22:59.724000+00:00,Customer,Available Sizes & Floor Plans
1486,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:05.809000+00:00,Bot,"We already have your name and contact number.

Could you also please share an email id of yours to send our project details?"
1487,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:25.016000+00:00,Customer,Residential
1488,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:28.509000+00:00,Customer,3 BHK
1489,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:32.288000+00:00,Customer,South Kolkata
1490,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:32.518000+00:00,Bot,We have the following properties within South Kolkata
1491,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:47.656000+00:00,Customer,"Ozone on E M Bypass main road, Near Sahid Khudiram Metro"
1492,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:47.917000+00:00,Bot,Take a look at
1493,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:23:54.815000+00:00,Bot,"We have the following sizes available in 3 BHK.

Click on one to check the unit plan."
1494,51fa054853e34f00b0e9dcfc25e1d9d9,2021-11-08T21:24:21.715000+00:00,Bot,Take a look at
1510,53c663fa5570435d97e50270e1804d32,2021-08-02T18:56:31.289000+00:00,Customer,Residential
1511,53c663fa5570435d97e50270e1804d32,2021-08-02T18:56:35.681000+00:00,Bot,"We have a property for you in South Kolkata.

Swapnopuron on Amtala, H H Road"
1512,53c663fa5570435d97e50270e1804d32,2021-08-02T18:57:12.318000+00:00,Customer,Towers
1513,53c663fa5570435d97e50270e1804d32,2021-08-02T18:57:49.938000+00:00,Customer,Location
1522,54kuyvZMQZap203201896930oqClAJKw,2020-02-05T20:32:03.892101+00:00,Customer,d hills
1531,55db55ed965041a6bdf5cc368d1a213d,2021-07-31T09:09:12.280000+00:00,Customer,Land for Sale
1532,55db55ed965041a6bdf5cc368d1a213d,2021-07-31T09:09:12.549000+00:00,Bot,"Thank you for showing your interest in Srijan.

Please share your floor plans, commercial terms & conditions, price and location at info@srijanrealty.com"
1543,56be0c4a530b4e3980608638bcf2f07b,2021-07-28T13:44:52.801000+00:00,Customer,Job Related Inquiry
1560,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:21:27.928000+00:00,Bot,"That's a lovely name, Sabyasachi!"
1561,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:21:46.709000+00:00,Customer,Residential
1562,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:21:58.215000+00:00,Bot,Which location within Kolkata are you looking for?
1563,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:24:50.216000+00:00,Customer,Greenfield City near Behala Chowrasta metro
1564,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:25:00.037000+00:00,Bot,Take a look at
1565,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:27:08.375000+00:00,Customer,"Swapnopuron on Amtala, H H Road"
1566,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:27:08.731000+00:00,Bot,"Spread over 8 Bigha approx. of land, Swapno Puron Amtala, phase -1 is the first gated community residential project in Amtala, D.H Road by prestigious and renowned developers Srijan & Star Group.
Here every space embodies joy and comfort and every facility infuses a spirit of celebration.
300 + apartments in 11 blocks, G+3 floors, Swapno Puron Amtala has enough green space and a splendid water body view with all modern amenities and facilities."
1567,57fcf4570e044e859e83ba5141a072e3,2021-11-08T16:27:08.732000+00:00,Bot,Take a look at
1575,58b28fa6ec534b5e887f59dc5476da3d,2021-11-09T16:50:31.956000+00:00,Bot,A phone number we can contact you on?.
1576,58b28fa6ec534b5e887f59dc5476da3d,2021-11-09T16:51:41.125000+00:00,Customer,East Kolkata
1581,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:57:26.531000+00:00,Bot,What can I help you with today?
1582,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:57:33.157000+00:00,Customer,Property Requirement
1583,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:57:43.649000+00:00,Bot,"That's a lovely name, S agarwal!"
1584,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:58:02.895000+00:00,Customer,South Kolkata
1585,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:58:03.115000+00:00,Bot,We have the following properties available in South Kolkata
1586,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:58:07.314000+00:00,Bot,We have the following properties available in Central Kolkata
1587,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T15:59:41.717000+00:00,Bot,Take a look at the image gallery below
1588,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T16:00:06.324000+00:00,Customer,agashradha28@gmail.com
1589,590f1b9ed50a4fef99978d6b9747faae,2021-11-08T16:00:16.896000+00:00,Customer,Let's see
1595,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:31:02.447000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1596,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:31:02.448000+00:00,Bot,What can I help you with today?
1597,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:31:25.295000+00:00,Bot,A phone number we can contact you on?.
1598,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:31:36.916000+00:00,Customer,+919560432221
1599,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:31:41.469000+00:00,Bot,How many bedrooms are you looking for?
1600,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:31:44.969000+00:00,Bot,Which location within Kolkata are you looking for?
1601,597ac5f8f57a42709aa3d0be3314da83,2021-08-04T14:32:43.940000+00:00,Bot,"We have the following sizes available in 3 BHK.

Click on one to check the unit plan."
1632,5a79803a1ef84296a693c15144c31631,2021-07-29T12:56:58.370000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1633,5a79803a1ef84296a693c15144c31631,2021-07-29T12:57:43.369000+00:00,Bot,A phone number we can contact you on?.
1634,5a79803a1ef84296a693c15144c31631,2021-07-29T12:58:15.494000+00:00,Bot,What kind of property are you looking for?
1635,5a79803a1ef84296a693c15144c31631,2021-07-29T12:58:29.930000+00:00,Customer,PS Srijan Corporate Park
1636,5a79803a1ef84296a693c15144c31631,2021-07-29T12:58:52.761000+00:00,Customer,Location
1646,5b6f78975ef84f739e516214c5254edb,2021-07-23T08:01:09.594000+00:00,Customer,Vendor
1651,5bd05f461ba542b088d7ac5ffe74b44f,2021-08-08T08:05:39.583000+00:00,Customer,Property Requirement
1652,5bd05f461ba542b088d7ac5ffe74b44f,2021-08-08T08:05:39.674000+00:00,Bot,"Sure. I will assist you in shortlisting the properties of your choice based on a few questions.

I'd like to get to know you first."
1653,5bd05f461ba542b088d7ac5ffe74b44f,2021-08-08T08:05:39.675000+00:00,Bot,Let's start with your name.
1654,5becc9301a594fa992a0231e82d257ba,2021-07-08T09:56:09.633000+00:00,Bot,What can I help you with today?
1655,5becc9301a594fa992a0231e82d257ba,2021-07-08T09:57:06.269000+00:00,Customer,Residential
1656,5becc9301a594fa992a0231e82d257ba,2021-07-08T09:58:04.495000+00:00,Customer,Available Sizes & Floor Plans
1657,5becc9301a594fa992a0231e82d257ba,2021-07-08T09:58:13.429000+00:00,Bot,Take a look at
1658,5becc9301a594fa992a0231e82d257ba,2021-07-08T09:59:59.542000+00:00,Bot,What kind of property are you looking for?
1659,5becc9301a594fa992a0231e82d257ba,2021-07-08T10:00:04.138000+00:00,Bot,How many bedrooms are you looking for?
1660,5becc9301a594fa992a0231e82d257ba,2021-07-08T10:00:07.389000+00:00,Customer,2 BHK
1661,5becc9301a594fa992a0231e82d257ba,2021-07-08T10:00:25.621000+00:00,Customer,NATURA near New Alipore petrol pump
1662,5becc9301a594fa992a0231e82d257ba,2021-07-08T10:00:42.181000+00:00,Bot,"Natura is 1.5 KM from New Alipore petrol pump with the best locations just minutes away.

Our property is one of the most impressive ones in this area. 
▪ 2.2 from km from Rabindra Sarovar Metro
▪ 3.1 km from Mahanayak Uttam Kumar Metro
▪ 2.4 from km Tollygunge Station
▪ 3.1 km from Tollygunge Bus Depot"
1667,5c32d84cf4854795b806021fc54ebee2,2021-07-31T09:12:21.948000+00:00,Customer,Aseem Shekh
1668,5c32d84cf4854795b806021fc54ebee2,2021-07-31T09:12:22.297000+00:00,Bot,"That's a lovely name, Aseem!"
1669,5c32d84cf4854795b806021fc54ebee2,2021-07-31T09:12:22.298000+00:00,Bot,A phone number we can contact you on?.
1670,5c32d84cf4854795b806021fc54ebee2,2021-07-31T09:12:50.588000+00:00,Customer,Residential
1693,5e26512b1900418b9179e77f67eb6af9,2021-08-08T05:10:05.885000+00:00,Bot,"Hi, I am Srijan Chat Bot. Welcome to Srijan."
1694,5e26512b1900418b9179e77f67eb6af9,2021-08-08T05:12:14.608000+00:00,Customer,1010 sqft
1695,5e26512b1900418b9179e77f67eb6af9,2021-08-08T05:12:14.879000+00:00,Bot,Take a look at
